"품목별","항목","단위","2000. 01 월","2000. 02 월","2000. 03 월","2000. 04 월","2000. 05 월","2000. 06 월","2000. 07 월","2000. 08 월","2000. 09 월","2000. 10 월","2000. 11 월","2000. 12 월","2001. 01 월","2001. 02 월","2001. 03 월","2001. 04 월","2001. 05 월","2001. 06 월","2001. 07 월","2001. 08 월","2001. 09 월","2001. 10 월","2001. 11 월","2001. 12 월","2002. 01 월","2002. 02 월","2002. 03 월","2002. 04 월","2002. 05 월","2002. 06 월","2002. 07 월","2002. 08 월","2002. 09 월","2002. 10 월","2002. 11 월","2002. 12 월","2003. 01 월","2003. 02 월","2003. 03 월","2003. 04 월","2003. 05 월","2003. 06 월","2003. 07 월","2003. 08 월","2003. 09 월","2003. 10 월","2003. 11 월","2003. 12 월","2004. 01 월","2004. 02 월","2004. 03 월","2004. 04 월","2004. 05 월","2004. 06 월","2004. 07 월","2004. 08 월","2004. 09 월","2004. 10 월","2004. 11 월","2004. 12 월","2005. 01 월","2005. 02 월","2005. 03 월","2005. 04 월","2005. 05 월","2005. 06 월","2005. 07 월","2005. 08 월","2005. 09 월","2005. 10 월","2005. 11 월","2005. 12 월","2006. 01 월","2006. 02 월","2006. 03 월","2006. 04 월","2006. 05 월","2006. 06 월","2006. 07 월","2006. 08 월","2006. 09 월","2006. 10 월","2006. 11 월","2006. 12 월","2007. 01 월","2007. 02 월","2007. 03 월","2007. 04 월","2007. 05 월","2007. 06 월","2007. 07 월","2007. 08 월","2007. 09 월","2007. 10 월","2007. 11 월","2007. 12 월","2008. 01 월","2008. 02 월","2008. 03 월","2008. 04 월","2008. 05 월","2008. 06 월","2008. 07 월","2008. 08 월","2008. 09 월","2008. 10 월","2008. 11 월","2008. 12 월","2009. 01 월","2009. 02 월","2009. 03 월","2009. 04 월","2009. 05 월","2009. 06 월","2009. 07 월","2009. 08 월","2009. 09 월","2009. 10 월","2009. 11 월","2009. 12 월","2010. 01 월","2010. 02 월","2010. 03 월","2010. 04 월","2010. 05 월","2010. 06 월","2010. 07 월","2010. 08 월","2010. 09 월","2010. 10 월","2010. 11 월","2010. 12 월","2011. 01 월","2011. 02 월","2011. 03 월","2011. 04 월","2011. 05 월","2011. 06 월","2011. 07 월","2011. 08 월","2011. 09 월","2011. 10 월","2011. 11 월","2011. 12 월","2012. 01 월","2012. 02 월","2012. 03 월","2012. 04 월","2012. 05 월","2012. 06 월","2012. 07 월","2012. 08 월","2012. 09 월","2012. 10 월","2012. 11 월","2012. 12 월","2013. 01 월","2013. 02 월","2013. 03 월","2013. 04 월","2013. 05 월","2013. 06 월","2013. 07 월","2013. 08 월","2013. 09 월","2013. 10 월","2013. 11 월","2013. 12 월","2014. 01 월","2014. 02 월","2014. 03 월","2014. 04 월","2014. 05 월","2014. 06 월","2014. 07 월","2014. 08 월","2014. 09 월","2014. 10 월","2014. 11 월","2014. 12 월","2015. 01 월","2015. 02 월","2015. 03 월","2015. 04 월","2015. 05 월","2015. 06 월","2015. 07 월","2015. 08 월","2015. 09 월","2015. 10 월","2015. 11 월","2015. 12 월","2016. 01 월","2016. 02 월","2016. 03 월","2016. 04 월","2016. 05 월","2016. 06 월","2016. 07 월","2016. 08 월","2016. 09 월","2016. 10 월","2016. 11 월","2016. 12 월","2017. 01 월","2017. 02 월","2017. 03 월","2017. 04 월","2017. 05 월","2017. 06 월","2017. 07 월","2017. 08 월","2017. 09 월","2017. 10 월","2017. 11 월","2017. 12 월","2018. 01 월","2018. 02 월","2018. 03 월","2018. 04 월","2018. 05 월","2018. 06 월","2018. 07 월","2018. 08 월","2018. 09 월","2018. 10 월","2018. 11 월","2018. 12 월","2019. 01 월","2019. 02 월",
"생고무(합성 및 재생고무 포함)","수출액","천달러","24841","25631","30311","26587","27952","32734","33756","32224","32578","33773","36168","33354","27699","29950","31550","30168","31860","30445","30072","30391","29945","27479","25714","24234","26496","22971","29516","34540","32226","31030","35624","32046","27481","31241","31206","30533","33325","36555","39619","40555","37087","41602","38451","39030","39465","45172","39996","43375","41007","44873","44693","42070","39334","49817","50973","59917","59780","58714","63748","58990","66031","70669","87352","77712","69446","66194","74978","78740","69510","83517","75294","65509","73633","86088","87629","87549","96061","97408","83442","81303","81302","66788","74131","77242","97047","96694","108950","110416","119095","110196","116568","124639","106573","113922","118382","114859","124308","129311","166903","177970","176653","242390","182505","211022","190921","176566","144711","87488","92955","102228","112455","117288","114586","127356","129944","158077","140061","143265","165821","170482","177256","171744","202550","213875","197060","190902","221718","228404","211037","203157","232567","204350","265425","277236","316494","319257","361449","377591","416248","395478","393606","307611","316423","325170","309078","346089","355602","348436","329383","333266","323463","287209","307544","278140","285705","256843","295412","293743","267591","271686","290110","234524","221621","224625","235041","209981","198625","233576","231729","243125","237293","266071","223410","243119","251883","214893","233783","236395","198145","218848","200265","179106","193013","199253","193131","197446","200396","184995","181535","180820","157933","173945","156451","156879","171236","176569","181926","170623","182695","185419","179705","173951","203099","222932","247325","304048","314318","275261","246020","233533","212753","232594","272331","203019","220824","236403","249862","235238","251898","262194","274212","267075","267916","276016","255851","280614","241257","246307","248672","204947",
"생고무(합성 및 재생고무 포함)","수입액","천달러","38961","37970","45640","39378","37651","35971","42750","37236","36314","43375","42662","40168","33487","40080","34533","35595","35596","33130","34720","36371","34237","37125","36799","35245","36043","30604","34441","36333","37327","35481","42125","40504","37516","45571","47051","44246","44474","43777","51325","51228","48511","38818","52306","47738","40414","59193","53390","58822","54748","57450","62577","60936","61148","61003","63285","62542","63398","68662","67222","70403","62611","55467","69240","69263","67715","73273","73275","70435","79987","76395","81588","78856","81474","87240","90900","84638","92204","97200","92071","100538","112540","90131","100660","81601","114456","73869","91033","96705","100862","90212","103620","94698","97179","103838","112364","104478","126364","102158","122295","119302","144483","111665","148087","122124","137441","169996","124025","117985","84466","75473","79666","71726","75175","74144","80381","65832","98823","98697","91710","109658","108917","108954","133760","145273","145751","165668","166338","139177","165111","153812","161138","180031","187959","165769","222224","230378","222060","246720","221690","241965","202223","228630","216731","220861","182833","177824","183048","170850","213133","193999","166550","170109","159468","160475","156593","150070","173162","146424","159465","169008","162906","170094","151851","135043","143165","141578","135384","125014","131845","128667","138147","123642","129301","113015","122691","102077","105369","128615","98053","113025","98284","88542","90818","108088","89219","106220","100348","93295","89231","91754","104124","95810","74074","69945","85348","76336","80504","90640","87792","90763","92530","87816","92758","96503","93037","106171","107378","136214","123696","119204","109560","95192","108134","76670","98193","94785","90541","86527","94961","86899","88780","94490","90223","93180","74658","99452","99991","86112","90682","73207",
"콜크 및 나무","수출액","천달러","636","551","652","1381","946","839","1133","571","844","832","769","809","649","1151","931","871","720","958","721","916","530","463","814","853","1056","264","520","617","545","219","631","880","880","737","1006","651","966","641","692","662","811","443","587","657","357","812","284","1397","1236","1659","1361","1198","910","787","1119","555","665","540","1070","615","865","600","792","993","914","659","980","579","804","917","637","825","707","720","906","611","704","865","680","737","471","639","977","601","845","823","993","672","798","900","622","246","591","991","786","722","550","569","1055","1256","1229","505","1340","642","568","602","1053","556","1119","577","855","1201","431","496","1515","286","494","577","592","690","227","861","773","681","582","481","652","361","991","635","836","670","675","850","866","871","551","702","788","682","699","743","1218","737","538","553","892","633","911","487","1090","597","696","739","511","926","1026","910","688","872","976","1101","1133","701","1141","889","676","955","1592","2061","677","855","1385","677","729","1473","1277","2099","1294","1621","1220","856","1945","2519","1362","1704","1561","1628","1096","1377","2175","2157","1670","1312","1924","2649","2703","1760","2424","1943","1838","1553","2185","2166","1547","2377","2171","2214","2336","1813","1715","1755","2100","1492","2326","1591","1345","1750","1938","1914","1745","1946","2006","1630","1437","2565","2339","2154","2150","1794",
"콜크 및 나무","수입액","천달러","82479","65107","90640","85115","93037","87466","80512","69814","74257","78458","75422","71896","62811","65986","76748","76678","72267","76974","82143","75446","78397","82342","80986","75587","78113","63251","75197","83449","90868","79737","81877","81606","73020","92030","82090","82487","78277","68507","83776","85576","77157","81005","87156","64144","72249","77005","76851","108675","87737","97459","107684","95514","102327","87656","79987","80095","72190","97436","90501","87109","77981","79156","104055","99938","104931","101619","81977","95422","94267","86640","96926","95465","92534","88777","97440","81859","104344","112286","87636","109678","102890","101790","127156","109705","119246","104321","131469","125077","144512","122521","130262","118678","101912","124942","119159","109465","107268","113812","125440","117814","118570","119721","136724","118286","126854","123024","101851","104522","81763","75176","79121","77742","75807","100958","98557","91637","107503","108697","106366","117065","92958","99221","110493","121805","137199","127566","123848","113828","95083","102621","109792","123321","114660","94689","132156","133077","137408","142562","128603","135920","141283","127044","137313","130489","122677","100798","128102","131059","130818","129460","126285","117884","121345","124460","134431","117096","139092","101897","126262","141316","145110","135929","151315","144174","136063","164601","168602","152253","159571","132624","163377","170992","180527","173293","191107","168373","189047","184889","172589","171194","159843","126866","156618","161341","158279","155350","154922","137377","137784","159656","149467","141152","146478","129596","142073","140838","154420","153369","137545","148632","137543","134934","158838","156172","152181","133934","159490","152246","169957","172527","166778","187838","176765","161201","165476","161719","191105","150111","159698","175865","196521","183660","183263","186008","172994","206957","197400","175987","194732","132927",
"펄프 및 폐지","수출액","천달러","81","32","200","164","496","345","61","55","86","52","25","59","44","62","32","27","23","24","70","62","46","127","12","68","46","30","80","61","409","1324","1529","906","419","714","808","754","1289","2009","3647","2425","1607","567","946","442","1047","2006","1670","1916","1282","1074","843","456","492","326","347","374","542","1158","574","333","446","421","620","1041","770","436","422","317","269","859","572","749","225","396","724","528","640","388","748","1259","1504","2369","2711","3559","5552","6117","7896","5903","5168","5777","4702","5442","3518","7735","5840","4491","4903","9334","11712","9717","5817","1825","2083","4089","4592","1956","574","1252","1767","3923","4220","4088","4613","7164","10302","11916","8449","4410","6811","14003","10848","10656","14143","10090","8304","4974","8705","9335","8989","7210","5181","8709","5206","5188","13832","16649","9727","6660","4987","3723","6976","7707","2205","6503","8468","11650","7642","7012","10946","7679","4018","2939","3070","10878","12828","8187","5688","5632","9592","16010","6930","3296","3201","3841","3514","6782","4698","4611","4868","7584","6266","5222","5904","5880","4733","4120","5334","7827","6222","6257","6090","3176","5211","7194","6397","9487","7853","7916","7452","7517","6140","5845","4411","4822","8285","8268","6482","8191","7107","10614","8651","9865","9956","9004","8891","11191","15981","10299","8479","11635","9413","10862","7400","5257","12709","10227","6594","6733","6407","9154","9963","14075","13846","17641","15445","18242","21837","19163","8089","7810",
"펄프 및 폐지","수입액","천달러","128674","141595","149403","139483","164448","152201","133323","140480","125560","139780","134413","136974","123723","121279","116424","95027","97487","121511","64150","77517","85769","97993","99097","95016","101378","85576","103049","94936","99776","92692","104331","101380","105630","107809","109403","113085","113092","97943","107046","114995","112954","116164","115966","102100","106852","108114","107933","107814","123742","115682","124254","127479","127055","137811","137575","119011","122915","123054","120872","127912","126640","105279","130212","115411","120656","121036","118871","130422","120632","125530","127334","136303","118227","127224","135025","124909","133293","123422","119485","114204","143553","127933","143588","137887","159176","147939","158733","148458","166758","141639","136324","153564","148412","186981","183438","160832","200501","173535","178736","193433","185614","170674","202989","186215","194536","178980","146910","133364","115156","105735","104249","100254","107737","126841","114656","110483","137490","128207","143825","162927","176779","159891","188849","186678","182442","214166","204240","213445","184780","184539","171039","172430","189750","165887","208714","191751","209336","197018","196432","187753","187459","163762","191675","171347","144139","138880","155325","158101","171104","160880","166575","168628","173332","134778","157035","143710","171283","156351","148978","152895","170608","163464","163589","155434","163533","170803","150272","163368","162046","164852","160479","163559","161917","163324","153851","140410","141282","148468","131695","139697","146535","132336","160816","154530","150032","150122","162656","145595","141822","167762","150399","150716","147016","123804","158860","129890","137736","126044","130498","129969","119056","119168","131773","122118","118875","144854","126202","146201","149729","137484","146826","161194","174080","126512","166630","172793","187196","149976","201715","172141","178649","182711","169470","187705","174354","181053","183168","165596","187398","165872",
"섬유(울톱 및 기타 콤한 울 제외) 및 그 웨이스트","수출액","천달러","80650","84800","89975","79039","85483","80200","79315","79665","81077","84453","82488","76649","70135","82148","77071","77424","74492","64064","60538","60227","63689","62205","59556","57319","54607","53701","61674","63739","73388","64892","71633","71275","69572","71299","71579","70067","73147","68225","77639","72816","70723","68073","74203","68002","78954","82426","74380","83391","76176","77211","88914","86509","93274","87505","88932","89505","90161","97213","91508","88635","92959","89253","95406","92504","87412","94741","84359","84263","92865","91635","83217","86567","79948","77807","89594","83100","84031","83055","83204","91899","94458","84300","94098","98556","100725","97038","106331","106698","107953","97202","101940","104019","92606","112513","114261","106995","107270","98423","123639","125132","119566","106844","130332","100795","101025","99977","76650","79040","61834","70083","79923","85539","80879","88110","97204","85463","99657","97920","96547","105734","91210","90147","112134","115052","107048","110491","114715","114305","112250","128724","125514","140196","142545","121269","170470","152171","137098","146306","149756","152406","153244","156619","146839","140442","130772","153124","146549","152877","158715","121988","153559","147204","147810","148769","148514","140770","151444","135240","151547","159769","156151","142923","160107","155696","144480","166075","148526","154292","139959","138983","157162","162442","142040","154389","169443","140123","147559","156430","142267","145170","125292","113843","131764","140445","121145","131357","134287","120560","130909","131830","121310","125444","99759","104499","125662","116659","116178","115906","120982","121700","122015","117389","123062","129700","115704","125699","135586","127711","135497","127443","134492","142784","152363","130641","163806","148341","161075","144735","162041","164548","173137","150872","163129","164848","151727","177095","154087","149735","157216","130378",
"섬유(울톱 및 기타 콤한 울 제외) 및 그 웨이스트","수입액","천달러","69549","66298","84648","75280","87826","72991","83168","74152","57986","67721","64421","58667","61056","66280","80969","79113","88660","71864","88319","82688","74896","72239","68465","63541","67640","63142","73098","73763","84122","71304","75850","65508","62568","72583","67023","62188","70381","62527","71489","80083","69960","70444","67994","61629","59180","71997","60907","59514","60336","67629","74567","75855","67422","74306","78119","71719","58629","64572","62911","62675","61134","56394","69386","71221","79703","72575","76129","62535","59679","57484","58270","53670","50351","57817","59126","57169","68212","65123","60274","63026","60426","56479","58668","55978","63442","55886","65625","67655","76408","63082","63779","64013","52372","70445","60085","52934","69464","59255","71430","81960","75812","62049","79215","66957","60959","57253","58835","65187","50254","54145","62555","63526","52524","66087","61629","51513","58367","62514","66476","70282","67169","67109","91447","86209","75584","84713","77912","68048","71256","79158","78536","100506","108637","100428","135063","158337","166397","138807","124588","111548","110719","115911","127297","144686","146706","120844","129440","110673","114283","93202","101793","74218","83161","88827","100421","94078","103166","86287","101361","106261","107954","85389","106335","80088","73570","103040","76484","109141","88308","89375","95178","99965","102871","79378","90763","83376","81607","91867","76110","85180","84175","73104","90559","102767","75426","103358","80359","72913","60758","68491","77049","78210","74864","72568","93636","83041","81917","70735","67156","62931","55800","68089","69322","65969","73241","81535","88015","81896","83673","75872","64415","59346","50750","57685","66366","63400","76783","63131","81213","73871","76515","73757","76864","74731","57758","74796","65995","67076","71823","56540",
"미가공비료 및 미가공 광물(석탄,석유,귀석 제외)","수출액","천달러","7987","9602","12015","10147","10480","11085","8285","7526","8652","9073","8637","7241","6823","6746","7924","6925","6341","7110","5341","5062","5576","5703","5572","4759","5773","4983","5786","5377","5989","6457","5828","4919","5401","5666","5310","5384","5861","5858","6628","5290","5280","6477","5661","5187","5866","6941","6196","6569","6257","7408","7387","7995","8429","7166","7338","6486","6789","6905","9215","8623","7038","5920","8863","7574","8699","8350","8386","7800","8534","8789","7651","10264","8300","8420","8928","9750","8614","10241","8419","8666","8770","7668","8356","49500","8106","8813","9302","8690","9768","10310","8821","8785","8687","9942","11692","10701","13110","12442","14637","15499","21837","15678","33665","24586","25183","19446","8737","8086","8482","6689","8238","6664","6528","9211","9773","7361","11317","9553","10935","9965","10793","9473","12956","12665","13534","13700","13703","14069","13640","16322","18928","19149","18729","16615","22727","23111","24117","28368","26063","27222","28931","29092","26053","28734","22402","27974","29860","23142","25669","26481","26410","22997","24523","23268","23878","20303","22520","24835","22914","24297","19773","19244","19750","14297","59865","17806","14376","20197","19217","17280","27165","21536","17748","17785","21164","19914","20936","18992","19762","22764","26278","21357","23448","23378","19184","20570","23217","18723","17357","17755","19035","18451","15673","18744","19645","14572","18212","15474","17388","15252","15223","15265","17138","16393","15897","17160","17309","16753","17885","15927","17120","16968","22159","14145","22469","26520","24320","21717","22257","22665","24618","24151","25263","24543","20612","27226","28711","26965","26078","22438",
"미가공비료 및 미가공 광물(석탄,석유,귀석 제외)","수입액","천달러","40513","37819","39555","45819","38540","39780","40704","35484","37770","36907","36587","41536","39280","35675","39361","41389","34412","37615","35895","39081","35781","36693","37763","42047","40276","36840","35494","44131","42566","41557","40473","39724","40282","39869","41126","40747","39113","37806","41502","43113","43446","41614","49312","39590","43299","49609","44017","51846","46594","46554","53915","56456","61061","59562","55355","47019","43800","49519","47199","59118","61710","49950","52903","65827","57027","63368","64072","55903","60002","50493","68614","56124","62644","53969","55678","54977","58988","57523","57842","54299","58465","50295","59665","56471","59286","52358","54769","57341","63006","71141","65647","69748","53983","63638","74060","62492","81105","76722","67479","91991","110612","77752","106989","130097","113184","117845","76389","68404","53761","54972","90327","63437","50131","62454","58427","62037","63424","59190","63188","74697","57943","75262","80316","76344","83576","85956","77545","88500","83375","84449","87101","102434","76770","75090","94184","91642","102398","93167","90358","97485","97980","97767","97534","98701","98939","72037","83297","71873","94477","84586","102734","81093","85163","88749","79411","87341","89232","70759","73570","85573","83148","78083","73076","80804","74702","81384","81184","96948","85425","70443","74823","85543","77209","73920","94744","78795","83602","78823","80309","89380","78302","73467","73442","82609","70645","78212","80222","64646","74795","70445","68990","90736","70926","64367","76078","71952","85194","74774","71402","77381","77369","64503","74400","86106","69666","69250","79362","74627","79644","85336","83316","91802","87721","71764","88544","88768","83805","78348","79598","77240","83045","83659","93967","91482","74324","90172","90089","105351","99012","76597",
